"parent_sku","sku","stock_status",regular_price,"tax_class","images","meta:attribute_Colour","meta:attribute_Size"
"KK504","KK504BKMES","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c7501b20d4a320e6b00006cfe5f2d27.jpg","Black Melange","S"
"KK504","KK504BKMEXS","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c7501b20d4a320e6b00006cfe5f2d27.jpg","Black Melange","XS"
"KK504","KK504BLAC2XL","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4da6b01e008c.jpg","Black","2XL"
"KK504","KK504BLAC3XL","instock",4.15,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4da6b01e008c.jpg","Black","3XL"
"KK504","KK504BLAC4XL","instock",4.30,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4da6b01e008c.jpg","Black","4XL"
"KK504","KK504BLACL","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4da6b01e008c.jpg","Black","L"
"KK504","KK504BLACM","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4da6b01e008c.jpg","Black","M"
"KK504","KK504BLACS","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4da6b01e008c.jpg","Black","S"
"KK504","KK504BLACXL","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4da6b01e008c.jpg","Black","XL"
"KK504","KK504BLACXS","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4da6b01e008c.jpg","Black","XS"
"KK504","KK504DGMA2XL","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4da93c3d1d91.jpg","Dark Grey Marl","2XL"
"KK504","KK504DGMA3XL","instock",4.15,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4da93c3d1d91.jpg","Dark Grey Marl","3XL"
"KK504","KK504DGMAL","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4da93c3d1d91.jpg","Dark Grey Marl","L"
"KK504","KK504DGMAM","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4da93c3d1d91.jpg","Dark Grey Marl","M"
"KK504","KK504DGMAS","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4da93c3d1d91.jpg","Dark Grey Marl","S"
"KK504","KK504DGMAXL","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4da93c3d1d91.jpg","Dark Grey Marl","XL"
"KK504","KK504DGMAXS","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4da93c3d1d91.jpg","Dark Grey Marl","XS"
"KK504","KK504KHAK2XL","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c88e7be0d4a320baf000027c9e7fb56.jpg","Khaki","2XL"
"KK504","KK504KHAK3XL","instock",4.15,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c88e7be0d4a320baf000027c9e7fb56.jpg","Khaki","3XL"
"KK504","KK504KHAKL","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c88e7be0d4a320baf000027c9e7fb56.jpg","Khaki","L"
"KK504","KK504KHAKM","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c88e7be0d4a320baf000027c9e7fb56.jpg","Khaki","M"
"KK504","KK504KHAKS","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c88e7be0d4a320baf000027c9e7fb56.jpg","Khaki","S"
"KK504","KK504KHAKXL","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c88e7be0d4a320baf000027c9e7fb56.jpg","Khaki","XL"
"KK504","KK504KHAKXS","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c88e7be0d4a320baf000027c9e7fb56.jpg","Khaki","XS"
"KK504","KK504LTGM2XL","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db05fbcad2a.jpg","Light Grey Marl","2XL"
"KK504","KK504LTGM3XL","instock",4.15,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db05fbcad2a.jpg","Light Grey Marl","3XL"
"KK504","KK504LTGML","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db05fbcad2a.jpg","Light Grey Marl","L"
"KK504","KK504LTGMM","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db05fbcad2a.jpg","Light Grey Marl","M"
"KK504","KK504LTGMS","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db05fbcad2a.jpg","Light Grey Marl","S"
"KK504","KK504LTGMXL","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db05fbcad2a.jpg","Light Grey Marl","XL"
"KK504","KK504LTGMXS","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db05fbcad2a.jpg","Light Grey Marl","XS"
"KK504","KK504NAVY2XL","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db292b5cbb4.jpg","Navy","2XL"
"KK504","KK504NAVY3XL","instock",4.15,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db292b5cbb4.jpg","Navy","3XL"
"KK504","KK504NAVY4XL","outofstock",4.30,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db292b5cbb4.jpg","Navy","4XL"
"KK504","KK504NAVYL","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db292b5cbb4.jpg","Navy","L"
"KK504","KK504NAVYM","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db292b5cbb4.jpg","Navy","M"
"KK504","KK504NAVYS","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db292b5cbb4.jpg","Navy","S"
"KK504","KK504NAVYXL","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db292b5cbb4.jpg","Navy","XL"
"KK504","KK504NAVYXS","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db292b5cbb4.jpg","Navy","XS"
"KK504","KK504REDD2XL","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db3ee5e374a.jpg","Red","2XL"
"KK504","KK504REDD3XL","instock",4.15,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db3ee5e374a.jpg","Red","3XL"
"KK504","KK504REDDL","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db3ee5e374a.jpg","Red","L"
"KK504","KK504REDDM","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db3ee5e374a.jpg","Red","M"
"KK504","KK504REDDS","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db3ee5e374a.jpg","Red","S"
"KK504","KK504REDDXL","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db3ee5e374a.jpg","Red","XL"
"KK504","KK504REDDXS","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db3ee5e374a.jpg","Red","XS"
"KK504","KK504WHIT2XL","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db79efb4374.jpg","White","2XL"
"KK504","KK504WHIT3XL","instock",4.15,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db79efb4374.jpg","White","3XL"
"KK504","KK504WHIT4XL","instock",4.30,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db79efb4374.jpg","White","4XL"
"KK504","KK504WHITL","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db79efb4374.jpg","White","L"
"KK504","KK504WHITM","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db79efb4374.jpg","White","M"
"KK504","KK504WHITS","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db79efb4374.jpg","White","S"
"KK504","KK504WHITXL","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db79efb4374.jpg","White","XL"
"KK504","KK504WHITXS","instock",3.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c5c3e3deb9f5b1c75ce4db79efb4374.jpg","White","XS"
"KK507","KK507BLAC2XL","instock",4.35,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade00003f8a0a0b5f.jpg","Black","2XL"
"KK507","KK507BLAC3XL","instock",4.55,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade00003f8a0a0b5f.jpg","Black","3XL"
"KK507","KK507BLACL","instock",4.35,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade00003f8a0a0b5f.jpg","Black","L"
"KK507","KK507BLACM","instock",4.35,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade00003f8a0a0b5f.jpg","Black","M"
"KK507","KK507BLACS","instock",4.35,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade00003f8a0a0b5f.jpg","Black","S"
"KK507","KK507BLACXL","instock",4.35,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade00003f8a0a0b5f.jpg","Black","XL"
"KK507","KK507BLACXS","instock",4.35,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade00003f8a0a0b5f.jpg","Black","XS"
"KK507","KK507WHIT2XL","instock",4.35,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade000043e2f1cec4.jpg","White","2XL"
"KK507","KK507WHIT3XL","instock",4.55,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade000043e2f1cec4.jpg","White","3XL"
"KK507","KK507WHITL","instock",4.35,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade000043e2f1cec4.jpg","White","L"
"KK507","KK507WHITM","instock",4.35,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade000043e2f1cec4.jpg","White","M"
"KK507","KK507WHITS","instock",4.35,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade000043e2f1cec4.jpg","White","S"
"KK507","KK507WHITXL","instock",4.35,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade000043e2f1cec4.jpg","White","XL"
"KK507","KK507WHITXS","instock",4.35,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade000043e2f1cec4.jpg","White","XS"
"KK508","KK508BKWH2XL","instock",4.75,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/c700b606/5dfabf896aa61163fd000ab236938a65.jpg","Black/White","2XL"
"KK508","KK508BKWHL","instock",4.75,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/c700b606/5dfabf896aa61163fd000ab236938a65.jpg","Black/White","L"
"KK508","KK508BKWHM","instock",4.75,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/c700b606/5dfabf896aa61163fd000ab236938a65.jpg","Black/White","M"
"KK508","KK508BKWHS","instock",4.75,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/c700b606/5dfabf896aa61163fd000ab236938a65.jpg","Black/White","S"
"KK508","KK508BKWHXL","instock",4.75,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/c700b606/5dfabf896aa61163fd000ab236938a65.jpg","Black/White","XL"
"KK508","KK508BKWHXS","instock",4.75,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/c700b606/5dfabf896aa61163fd000ab236938a65.jpg","Black/White","XS"
"KK508","KK508LGMB2XL","instock",4.75,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/c700b606/5dfabf896aa61163fd000ab3fcd79f5e.jpg","Light Grey Marl/Black","2XL"
"KK508","KK508LGMBL","instock",4.75,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/c700b606/5dfabf896aa61163fd000ab3fcd79f5e.jpg","Light Grey Marl/Black","L"
"KK508","KK508LGMBM","instock",4.75,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/c700b606/5dfabf896aa61163fd000ab3fcd79f5e.jpg","Light Grey Marl/Black","M"
"KK508","KK508LGMBS","instock",4.75,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/c700b606/5dfabf896aa61163fd000ab3fcd79f5e.jpg","Light Grey Marl/Black","S"
"KK508","KK508LGMBXL","instock",4.75,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/c700b606/5dfabf896aa61163fd000ab3fcd79f5e.jpg","Light Grey Marl/Black","XL"
"KK508","KK508LGMBXS","instock",4.75,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/c700b606/5dfabf896aa61163fd000ab3fcd79f5e.jpg","Light Grey Marl/Black","XS"
"KK508","KK508WHBK2XL","instock",4.75,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/c700b606/5dfabf896aa61163fd000ab62a01ef4c.jpg","White/Black","2XL"
"KK508","KK508WHBKL","instock",4.75,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/c700b606/5dfabf896aa61163fd000ab62a01ef4c.jpg","White/Black","L"
"KK508","KK508WHBKM","instock",4.75,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/c700b606/5dfabf896aa61163fd000ab62a01ef4c.jpg","White/Black","M"
"KK508","KK508WHBKS","instock",4.75,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/c700b606/5dfabf896aa61163fd000ab62a01ef4c.jpg","White/Black","S"
"KK508","KK508WHBKXL","instock",4.75,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/c700b606/5dfabf896aa61163fd000ab62a01ef4c.jpg","White/Black","XL"
"KK508","KK508WHBKXS","instock",4.75,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/c700b606/5dfabf896aa61163fd000ab62a01ef4c.jpg","White/Black","XS"
"KK510","KK510BLAC2XL","instock",5.80,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade00004457212189.jpg","Black","2XL"
"KK510","KK510BLAC3XL","instock",6.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade00004457212189.jpg","Black","3XL"
"KK510","KK510BLACL","instock",5.80,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade00004457212189.jpg","Black","L"
"KK510","KK510BLACM","instock",5.80,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade00004457212189.jpg","Black","M"
"KK510","KK510BLACS","instock",5.80,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade00004457212189.jpg","Black","S"
"KK510","KK510BLACXL","instock",5.80,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade00004457212189.jpg","Black","XL"
"KK510","KK510BLACXS","instock",5.80,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade00004457212189.jpg","Black","XS"
"KK510","KK510DGMAM","instock",5.80,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade000045331a0001.jpg","Dark Grey Marl","M"
"KK510","KK510NAVY2XL","instock",5.80,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade0000464374ae53.jpg","Navy","2XL"
"KK510","KK510NAVY3XL","instock",6.00,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade0000464374ae53.jpg","Navy","3XL"
"KK510","KK510NAVYL","instock",5.80,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade0000464374ae53.jpg","Navy","L"
"KK510","KK510NAVYM","instock",5.80,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade0000464374ae53.jpg","Navy","M"
"KK510","KK510NAVYS","instock",5.80,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade0000464374ae53.jpg","Navy","S"
"KK510","KK510NAVYXL","instock",5.80,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade0000464374ae53.jpg","Navy","XL"
"KK510","KK510NAVYXS","instock",5.80,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade0000464374ae53.jpg","Navy","XS"
"KK530","KK530BLAC2XL","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000a/KK530_Black_FT.jpg","Black","2XL"
"KK530","KK530BLAC3XL","instock",5.15,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000a/KK530_Black_FT.jpg","Black","3XL"
"KK530","KK530BLACL","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000a/KK530_Black_FT.jpg","Black","L"
"KK530","KK530BLACM","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000a/KK530_Black_FT.jpg","Black","M"
"KK530","KK530BLACS","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000a/KK530_Black_FT.jpg","Black","S"
"KK530","KK530BLACXL","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000a/KK530_Black_FT.jpg","Black","XL"
"KK530","KK530BLACXS","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000a/KK530_Black_FT.jpg","Black","XS"
"KK530","KK530CHAR2XL","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000b/KK530_Charcoal_FT.jpg","Charcoal","2XL"
"KK530","KK530CHAR3XL","instock",5.15,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000b/KK530_Charcoal_FT.jpg","Charcoal","3XL"
"KK530","KK530CHARL","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000b/KK530_Charcoal_FT.jpg","Charcoal","L"
"KK530","KK530CHARM","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000b/KK530_Charcoal_FT.jpg","Charcoal","M"
"KK530","KK530CHARS","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000b/KK530_Charcoal_FT.jpg","Charcoal","S"
"KK530","KK530CHARXL","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000b/KK530_Charcoal_FT.jpg","Charcoal","XL"
"KK530","KK530CHARXS","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000b/KK530_Charcoal_FT.jpg","Charcoal","XS"
"KK530","KK530GRAP2XL","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000c/KK530_Graphite_FT.jpg","Graphite","2XL"
"KK530","KK530GRAP3XL","instock",5.15,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000c/KK530_Graphite_FT.jpg","Graphite","3XL"
"KK530","KK530GRAPL","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000c/KK530_Graphite_FT.jpg","Graphite","L"
"KK530","KK530GRAPM","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000c/KK530_Graphite_FT.jpg","Graphite","M"
"KK530","KK530GRAPS","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000c/KK530_Graphite_FT.jpg","Graphite","S"
"KK530","KK530GRAPXL","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000c/KK530_Graphite_FT.jpg","Graphite","XL"
"KK530","KK530GRAPXS","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000c/KK530_Graphite_FT.jpg","Graphite","XS"
"KK530","KK530NAVY2XL","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000d/KK530_Navy_FT.jpg","Navy","2XL"
"KK530","KK530NAVY3XL","instock",5.15,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000d/KK530_Navy_FT.jpg","Navy","3XL"
"KK530","KK530NAVYL","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000d/KK530_Navy_FT.jpg","Navy","L"
"KK530","KK530NAVYM","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000d/KK530_Navy_FT.jpg","Navy","M"
"KK530","KK530NAVYS","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000d/KK530_Navy_FT.jpg","Navy","S"
"KK530","KK530NAVYXL","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000d/KK530_Navy_FT.jpg","Navy","XL"
"KK530","KK530NAVYXS","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000d/KK530_Navy_FT.jpg","Navy","XS"
"KK530","KK530WHIT2XL","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000e/KK530_White_FT.jpg","White","2XL"
"KK530","KK530WHIT3XL","instock",5.15,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000e/KK530_White_FT.jpg","White","3XL"
"KK530","KK530WHITL","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000e/KK530_White_FT.jpg","White","L"
"KK530","KK530WHITM","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000e/KK530_White_FT.jpg","White","M"
"KK530","KK530WHITS","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000e/KK530_White_FT.jpg","White","S"
"KK530","KK530WHITXL","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000e/KK530_White_FT.jpg","White","XL"
"KK530","KK530WHITXS","instock",4.95,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7613bd0a/63874e6148718b173600000e/KK530_White_FT.jpg","White","XS"
"KK555","KK555BLAC2XL","instock",3.75,"","https://cdn.pimber.ly/public/asset/raw/571f95845f13380f0056d06a/7dac6704/5c73eb7c0d4a323ade00004b16a07c15.jpg","Black","2XL"
